Date,Open,High,Low,Close,Adj Close,Volume
2013-09-06,107.000000,107.379997,105.110001,106.070000,89.633461,3265200
2013-09-09,106.580002,107.379997,106.559998,107.190002,90.579903,2907600
2013-09-10,107.639999,108.449997,107.400002,108.169998,91.408035,3848000
2013-09-11,108.250000,109.230003,107.800003,109.230003,92.303772,3313700
2013-09-12,109.190002,110.220001,109.139999,109.800003,92.785446,4766800
2013-09-13,109.930000,111.330002,109.559998,111.330002,94.078377,3503400
2013-09-16,113.730003,115.889999,113.260002,115.669998,97.745850,7711200
2013-09-17,115.779999,117.480003,115.589996,117.110001,98.962708,5308300
2013-09-18,117.279999,119.519997,116.550003,118.400002,100.052811,6330600
2013-09-19,119.220001,120.379997,118.809998,119.040001,100.593636,5766700
2013-09-20,119.150002,119.220001,116.629997,116.629997,98.557091,8745400
2013-09-23,117.150002,118.370003,115.800003,117.510002,99.300728,5450200
2013-09-24,117.190002,119.889999,116.800003,119.000000,100.559830,5020000
2013-09-25,119.320000,119.610001,118.160004,118.510002,100.145752,3566600
2013-09-26,118.709999,119.500000,118.510002,119.379997,100.880943,2820400
2013-09-27,118.510002,119.169998,117.790001,118.739998,100.340118,2848900
2013-09-30,117.349998,117.889999,116.370003,117.500000,99.292244,4032900
2013-10-01,117.970001,118.300003,117.080002,117.750000,99.503510,2880700
2013-10-02,117.379997,117.839996,116.279999,117.839996,99.579582,2871900
2013-10-03,117.349998,117.489998,114.730003,115.239998,97.382484,4455100
2013-10-04,115.269997,117.260002,115.250000,117.199997,99.038742,3998000
2013-10-07,115.510002,117.169998,115.400002,116.690002,98.607788,3822000
2013-10-08,116.669998,117.320000,115.419998,115.440002,97.551483,4574000
2013-10-09,115.400002,115.400002,113.339996,114.470001,96.731804,4722200
2013-10-10,116.099998,119.000000,115.910004,118.900002,100.475327,5635400
2013-10-11,118.599998,119.400002,117.830002,117.980003,99.697906,4505500
2013-10-14,117.419998,119.550003,116.690002,119.459999,100.948524,3617800
2013-10-15,119.419998,119.589996,118.139999,118.180000,99.866905,2749700
2013-10-16,118.779999,120.660004,118.750000,120.339996,101.692177,4036900
2013-10-17,119.809998,122.389999,119.809998,122.290001,103.340012,4114200
2013-10-18,122.500000,122.860001,121.250000,122.519997,103.534363,3924200
2013-10-21,122.690002,122.739998,121.059998,121.470001,102.647087,3207900
2013-10-22,122.000000,123.800003,121.879997,122.480003,103.500557,4431200
2013-10-23,126.000000,129.990005,125.900002,129.020004,109.027145,10766300
2013-10-24,129.009995,129.570007,127.940002,128.979996,108.993324,4976200
2013-10-25,129.250000,131.429993,128.220001,131.190002,110.860847,5467600
2013-10-28,128.750000,130.470001,128.639999,129.880005,109.753868,4655800
2013-10-29,129.350006,129.880005,128.759995,129.660004,109.567963,3608700
2013-10-30,129.559998,131.429993,129.020004,129.679993,109.584846,4122100
2013-10-31,129.839996,131.880005,129.550003,130.500000,110.277786,4931800
2013-11-01,130.899994,133.500000,130.899994,133.029999,112.415749,4582400
2013-11-04,133.750000,133.990005,132.460007,132.789993,112.212914,3915800
2013-11-05,132.029999,133.740005,130.589996,133.570007,112.872070,4069200
2013-11-06,134.020004,134.580002,132.679993,133.089996,112.876305,3747700
2013-11-07,133.440002,133.929993,131.350006,131.509995,111.536278,3826800
2013-11-08,131.279999,133.899994,130.949997,133.490005,113.215576,4790900
2013-11-11,133.139999,133.330002,132.119995,132.529999,112.401367,2962200
2013-11-12,132.399994,133.080002,131.970001,132.330002,112.231750,2851000
2013-11-13,131.919998,133.490005,131.100006,133.169998,112.944153,3577100
2013-11-14,133.699997,135.380005,133.169998,135.089996,114.572533,3279600
2013-11-15,135.360001,136.570007,134.539993,136.080002,115.412209,4495100
2013-11-18,140.250000,142.000000,137.770004,138.360001,117.345917,8158800
2013-11-19,138.500000,138.789993,136.699997,136.979996,116.175507,3954000
2013-11-20,135.800003,135.889999,132.289993,132.449997,112.333519,8634900
2013-11-21,132.449997,133.289993,131.199997,132.929993,112.740616,4700600
2013-11-22,133.490005,136.119995,133.429993,135.970001,115.318878,4290200
2013-11-25,134.009995,134.860001,130.580002,133.000000,112.799973,7181700
2013-11-26,133.000000,135.440002,132.559998,134.779999,114.309624,4200800
2013-11-27,135.050003,136.300003,134.169998,134.720001,114.258743,3350900
2013-11-29,134.820007,135.229996,134.179993,134.250000,113.860107,1680900
2013-12-02,134.990005,135.460007,133.619995,134.160004,113.783798,3378100
2013-12-03,133.929993,133.929993,131.919998,132.000000,111.951874,5171900
2013-12-04,131.729996,132.149994,130.550003,131.500000,111.527771,5137100
2013-12-05,131.259995,133.100006,131.250000,132.729996,112.571007,3665100
2013-12-06,134.580002,135.750000,134.000000,135.179993,114.648880,5341800
2013-12-09,135.490005,135.949997,134.570007,134.679993,114.224823,3799000
2013-12-10,133.649994,135.039993,132.179993,133.699997,113.393692,4061300
2013-12-11,133.699997,133.809998,132.440002,132.559998,112.426811,3358300
2013-12-12,132.110001,133.649994,131.899994,132.960007,112.766045,3617700
2013-12-13,133.449997,134.250000,133.139999,133.830002,113.503914,3139400
2013-12-16,134.270004,135.199997,133.940002,134.720001,114.258743,3979500
2013-12-17,137.919998,138.100006,135.360001,135.880005,115.242577,6753000
2013-12-18,135.860001,136.440002,132.839996,135.490005,114.911804,5632400
2013-12-19,135.000000,136.229996,133.940002,135.169998,114.640419,3177100
2013-12-20,135.490005,137.850006,135.490005,136.669998,115.912590,5454600
2013-12-23,137.690002,138.089996,136.320007,136.399994,115.683586,2945100
2013-12-24,136.399994,136.979996,136.139999,136.830002,116.048286,1203200
2013-12-26,137.179993,138.589996,137.169998,138.270004,117.269592,2161300
2013-12-27,138.690002,138.880005,136.789993,136.899994,116.107651,2204600
2013-12-30,137.160004,137.369995,135.539993,135.919998,115.276497,2403500
2013-12-31,136.160004,137.050003,135.740005,136.490005,115.759911,2096000
2014-01-02,136.009995,137.250000,135.509995,136.669998,115.912590,3366700
2014-01-03,137.059998,138.500000,137.050003,137.619995,116.718285,3177400
2014-01-06,139.399994,139.759995,137.800003,138.410004,117.388313,4196500
2014-01-07,138.580002,141.100006,138.500000,140.509995,119.169350,4238500
2014-01-08,140.690002,141.399994,139.360001,140.820007,119.432281,4236100
2014-01-09,141.509995,142.520004,140.539993,142.130005,120.543312,4052500
2014-01-10,142.789993,142.800003,140.899994,141.899994,120.348236,4549500
2014-01-13,141.550003,142.139999,140.380005,140.699997,119.330513,4462400
2014-01-14,140.850006,141.699997,137.800003,140.009995,118.745293,8441600
2014-01-15,140.300003,141.080002,140.139999,140.619995,119.262680,3030800
2014-01-16,140.330002,141.449997,140.070007,140.210007,118.914894,3062900
2014-01-17,140.080002,141.000000,139.750000,140.460007,119.126945,3382700
2014-01-21,141.460007,142.460007,140.809998,141.669998,120.153168,3240600
2014-01-22,142.309998,144.570007,141.869995,144.369995,122.443115,4388700
2014-01-23,143.100006,143.889999,141.100006,141.309998,119.847839,4491400
2014-01-24,140.399994,140.470001,136.320007,136.649994,115.895599,5856800
2014-01-27,136.699997,138.460007,135.649994,137.360001,116.497787,5057800
2014-01-28,137.610001,138.089996,136.440002,137.089996,116.268776,4606200
2014-01-29,131.699997,131.759995,128.070007,129.779999,110.069046,15993400
2014-01-30,131.699997,131.699997,125.199997,126.529999,107.312630,10406200
2014-01-31,124.459999,126.870003,123.080002,125.260002,106.235519,9732700
2014-02-03,124.239998,126.519997,122.750000,123.080002,104.386620,9309600
2014-02-04,123.070000,123.800003,120.529999,122.040001,103.504585,9304100
2014-02-05,121.000000,121.940002,118.769997,121.400002,102.961800,9689100
2014-02-06,121.790001,122.720001,121.510002,122.669998,104.038895,6738800
2014-02-07,123.750000,127.209999,123.650002,127.019997,107.728210,8906300
2014-02-10,128.960007,128.970001,126.349998,127.160004,107.846954,8173500
2014-02-11,127.650002,130.690002,127.459999,130.160004,110.391327,7874000
2014-02-12,130.289993,130.550003,128.000000,128.130005,109.282555,5798800
2014-02-13,127.059998,129.940002,127.059998,129.500000,110.451004,4203400
2014-02-14,129.089996,130.410004,128.020004,130.160004,111.013947,4807700
2014-02-18,130.130005,130.940002,129.600006,130.630005,111.414803,4645300
2014-02-19,130.110001,130.500000,128.369995,128.389999,109.504295,5146600
2014-02-20,128.479996,129.990005,127.510002,129.559998,110.502197,4466400
2014-02-21,129.800003,129.800003,128.110001,128.279999,109.410484,5164000
2014-02-24,128.380005,130.800003,128.360001,129.589996,110.527794,4635700
2014-02-25,129.300003,129.750000,126.209999,126.779999,108.131119,7308800
2014-02-26,127.239998,127.940002,126.360001,126.610001,107.986145,4803600
2014-02-27,126.470001,128.559998,126.260002,128.559998,109.649300,4649700
2014-02-28,128.750000,129.949997,128.059998,128.919998,109.956337,4361400
2014-03-03,127.180000,128.440002,126.519997,128.220001,109.359322,4847100
2014-03-04,129.380005,131.000000,129.330002,130.229996,111.073647,5422800
2014-03-05,130.399994,130.800003,128.690002,128.789993,109.845436,4095200
2014-03-06,129.009995,129.369995,128.029999,128.860001,109.905167,3595900
2014-03-07,129.750000,130.160004,128.070007,128.539993,109.632225,4297800
2014-03-10,126.510002,127.279999,124.760002,126.889999,108.224937,7039200
2014-03-11,127.029999,127.269997,125.620003,125.669998,107.184402,4190000
2014-03-12,125.000000,125.199997,123.809998,124.430000,106.126793,5040100
2014-03-13,124.650002,125.610001,121.629997,121.889999,103.960426,6071200
2014-03-14,122.120003,124.279999,121.949997,123.110001,105.000977,5698400
2014-03-17,123.970001,125.820000,123.919998,125.419998,106.971184,4380500
2014-03-18,125.589996,125.820000,123.660004,124.040001,105.794182,4151600
2014-03-19,124.320000,125.199997,121.370003,122.239998,104.258942,6673000
2014-03-20,122.589996,123.900002,121.379997,123.730003,105.529762,4601700
2014-03-21,124.059998,124.449997,122.500000,122.580002,104.548927,7973600
2014-03-24,123.529999,123.949997,122.080002,123.419998,105.265373,4472500
2014-03-25,124.459999,125.000000,123.559998,124.019997,105.777084,3225100
2014-03-26,124.610001,125.320000,123.320000,123.529999,105.359184,3091200
2014-03-27,123.010002,124.300003,121.800003,123.209999,105.086250,3106000
2014-03-28,123.779999,125.190002,123.519997,124.459999,106.152390,2863500
2014-03-31,125.360001,126.040001,124.800003,125.489998,107.030876,2962000
2014-04-01,126.239998,128.399994,126.169998,128.210007,109.350784,3952800
2014-04-02,128.630005,128.770004,127.400002,128.309998,109.436073,2935200
2014-04-03,129.169998,129.169998,128.279999,128.779999,109.836945,3303500
2014-04-04,129.330002,129.919998,127.230003,127.379997,108.642860,4156600
2014-04-07,127.190002,128.179993,124.949997,125.589996,107.116158,3753600
2014-04-08,125.279999,125.730003,124.059998,124.150002,105.888008,4122200
2014-04-09,124.989998,127.019997,124.050003,126.879997,108.216415,3689900
2014-04-10,126.820000,126.860001,123.639999,123.639999,105.453026,3956900
2014-04-11,123.050003,123.449997,121.919998,122.070000,104.113930,3854600
2014-04-14,123.080002,123.769997,122.180000,123.250000,105.120384,3086300
2014-04-15,123.349998,124.550003,122.129997,124.269997,105.990349,2746900
2014-04-16,125.000000,126.040001,124.730003,126.040001,107.499985,2826100
2014-04-17,126.440002,128.369995,125.830002,127.919998,109.103439,3449400
2014-04-21,128.050003,128.440002,127.370003,127.820000,109.018158,2368500
2014-04-22,128.250000,129.130005,127.480003,127.550003,108.787872,5015600
2014-04-23,130.669998,131.500000,129.330002,130.630005,111.414803,7121600
2014-04-24,130.410004,130.619995,128.429993,129.860001,110.758080,4177000
2014-04-25,129.839996,130.000000,128.369995,128.660004,109.734604,2978500
2014-04-28,128.199997,128.869995,125.800003,127.040001,108.352875,4354600
2014-04-29,127.199997,128.570007,126.529999,128.369995,109.487221,3344100
2014-04-30,128.050003,129.500000,127.800003,129.020004,110.041626,2773000
2014-05-01,128.740005,129.600006,128.270004,128.460007,109.564018,2804100
2014-05-02,128.699997,130.399994,128.610001,129.940002,110.826294,3762900
2014-05-05,129.000000,132.380005,128.949997,131.960007,112.549187,4026500
2014-05-06,131.750000,131.919998,130.699997,130.830002,111.585396,4032000
2014-05-07,130.770004,131.100006,129.199997,130.350006,111.799812,2900600
2014-05-08,130.169998,131.270004,130.169998,130.570007,111.988541,2988700
2014-05-09,130.259995,131.330002,129.880005,131.100006,112.443092,2543800
2014-05-12,131.820007,132.990005,131.639999,132.600006,113.729607,3288500
2014-05-13,133.009995,133.830002,132.860001,133.449997,114.458649,3132200
2014-05-14,133.800003,133.970001,132.690002,132.990005,114.064117,2883900
2014-05-15,132.699997,132.860001,130.559998,131.210007,112.537415,3596800
2014-05-16,131.309998,131.710007,130.029999,130.809998,112.194344,2963300
2014-05-19,130.419998,132.070007,130.350006,131.350006,112.657486,2103100
2014-05-20,130.940002,131.600006,129.070007,129.580002,111.139381,2995800
2014-05-21,130.429993,131.429993,130.039993,130.960007,112.323021,2476100
2014-05-22,131.660004,132.479996,131.270004,131.839996,113.077789,2370700
2014-05-23,132.000000,132.580002,131.929993,132.410004,113.566635,1956200
2014-05-27,133.089996,134.210007,132.869995,134.169998,115.076195,3085500
2014-05-28,134.169998,135.149994,134.169998,134.330002,115.213417,2609400
2014-05-29,134.710007,135.199997,134.429993,135.139999,115.908134,2234100
2014-05-30,134.669998,135.440002,134.039993,135.250000,116.002502,2760300
2014-06-02,135.500000,136.029999,134.770004,135.899994,116.560005,2629900
2014-06-03,135.800003,136.529999,135.619995,135.880005,116.542824,2468800
2014-06-04,135.539993,135.550003,134.589996,135.330002,116.071114,2601900
2014-06-05,135.649994,137.380005,135.649994,136.820007,117.349052,3489900
2014-06-06,137.389999,138.250000,137.119995,138.250000,118.575569,2710900
2014-06-09,138.250000,138.389999,137.500000,137.960007,118.326820,2585000
2014-06-10,137.589996,137.750000,136.289993,137.250000,117.717880,2370200
2014-06-11,135.250000,135.529999,133.820007,134.100006,115.016144,5558000
2014-06-12,133.860001,134.169998,131.639999,132.190002,113.377968,3826100
2014-06-13,132.529999,132.949997,131.550003,132.289993,113.463730,2376600
2014-06-16,132.199997,133.130005,131.649994,132.539993,113.678154,2163800
2014-06-17,132.100006,133.050003,131.720001,132.449997,113.600945,2223200
2014-06-18,132.610001,132.669998,131.029999,132.479996,113.626686,2859000
2014-06-19,132.479996,132.929993,131.800003,132.820007,113.918312,2794900
2014-06-20,133.479996,134.080002,132.089996,132.100006,113.300781,8083500
2014-06-23,132.320007,132.529999,130.649994,130.850006,112.228676,4433000
2014-06-24,130.500000,131.240005,129.000000,129.149994,110.770584,4319800
2014-06-25,129.039993,129.139999,126.279999,127.059998,108.978012,7929700
2014-06-26,127.410004,128.440002,126.360001,128.020004,109.801407,3929100
2014-06-27,128.070007,128.779999,127.559998,128.539993,110.247383,3687900
2014-06-30,127.910004,127.910004,126.199997,127.230003,109.123833,5712900
2014-07-01,127.660004,128.330002,127.360001,128.149994,109.912895,3772500
2014-07-02,128.149994,128.500000,127.339996,127.620003,109.458298,2859000
2014-07-03,127.989998,128.619995,127.699997,128.509995,110.221664,1997500
2014-07-07,128.100006,129.500000,127.769997,129.089996,110.719131,3157000
2014-07-08,128.889999,128.970001,125.919998,126.790001,108.746452,5724300
2014-07-09,128.309998,128.320007,125.910004,126.790001,108.746452,8023900
2014-07-10,125.540001,127.629997,125.120003,126.790001,108.746452,3936900
2014-07-11,127.180000,128.240005,126.360001,128.089996,109.861435,3193100
2014-07-14,128.910004,130.580002,128.759995,129.520004,111.087929,5267500
2014-07-15,130.309998,130.309998,128.339996,129.100006,110.727715,4916100
2014-07-16,129.559998,129.559998,127.139999,127.419998,109.286781,5260800
2014-07-17,127.209999,128.179993,125.790001,125.879997,107.965927,5292900
2014-07-18,126.379997,127.820000,126.250000,127.639999,109.475479,3103300
2014-07-21,127.300003,128.419998,126.769997,128.300003,110.041557,2738700
2014-07-22,128.990005,130.009995,128.580002,129.740005,111.276634,5102200
2014-07-23,127.790001,128.399994,126.019997,126.709999,108.677818,12326300
2014-07-24,125.919998,126.050003,124.000000,124.400002,106.696556,10307200
2014-07-25,124.480003,124.529999,122.410004,123.199997,105.667336,6121400
2014-07-28,123.440002,124.559998,122.160004,123.059998,105.547234,4982400
2014-07-29,123.309998,123.629997,122.199997,122.320000,104.912575,4101900
2014-07-30,123.199997,123.800003,121.760002,122.290001,104.886826,4042900
2014-07-31,121.470001,122.050003,120.410004,120.480003,103.334412,5588800
2014-08-01,120.449997,121.709999,119.639999,120.379997,103.248634,5852700
2014-08-04,120.800003,121.190002,119.769997,119.930000,102.862694,4671100
